EschmeyerName,OBISChecklist,FBName,GBIFnames,GBIF Synonym,SplitFrom,SplitYear,Group,Notes,fbATLPresent,OBIS_atlPresent,fbOBagree,isAtlantic
Zenarchopterus cotnog,NA,NA,"Zenarchopterus cotnog (Smith, 1902)",NA,NA,NA,B,,NA,FALSE,NA,FALSE
Zenarchopterus dispar,Zenarchopterus dispar,Zenarchopterus dispar,Zenarchopterus dispar,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus dunckeri,Zenarchopterus dunckeri,Zenarchopterus dunckeri,Zenarchopterus dunckeri,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus dux,NA,Zenarchopterus dux,"Zenarchopterus dux Seale, 1910",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus ectuntio,Zenarchopterus ectuntio,Zenarchopterus ectuntio,Zenarchopterus ectuntio,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus gilli,Zenarchopterus gilli,Zenarchopterus gilli,Zenarchopterus gilli,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus kampeni,NA,Zenarchopterus kampeni,"Zenarchopterus kampeni Weber, 1913",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus novaeguineae,Zenarchopterus novaeguineae,Zenarchopterus novaeguineae,"Zenarchopterus novaeguineae Weber, 1913",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus ornithocephala,Zenarchopterus ornithocephala,Zenarchopterus ornithocephala,"Zenarchopterus ornithocephala Collette, 1985",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus pappenheimi,Zenarchopterus pappenheimi,Zenarchopterus pappenheimi,"Zenarchopterus pappenheimi Mohr, 1926",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus philippinus,NA,Zenarchopterus philippinus,Zenarchopterus philippinus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus quadrimaculatus,NA,Zenarchopterus quadrimaculatus,"Zenarchopterus quadrimaculatus Mohr, 1926",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus rasori,Zenarchopterus rasori,Zenarchopterus rasori,"Zenarchopterus rasori (Popta, 1912)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus robertsi,NA,Zenarchopterus robertsi,Zenarchopterus robertsi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus striga,NA,Zenarchopterus striga,"Zenarchopterus striga (Blyth, 1858)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Zenarchopterus xiphophorus,NA,Zenarchopterus xiphophorus,"Zenarchopterus xiphophorus Mohr, 1934",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Seriolella labyrinthica,Seriolella labyrinthica,Schedophilus velaini,Seriolella labyrinthica,NA,NA,NA,B,,TRUE,FALSE,FALSE,FALSE
